id,latitude,longitude,neighbourhood_cleansed
37833722,49.88198,-97.11497,St. Boniface
37910235,49.81649,-97.1496,Waverley West
37965838,49.87523,-97.14653,Fort Rouge - East Fort Garry
38119529,49.81517,-97.14759,Waverley West
38167116,49.79381,-97.15585,St. Norbert - Seine River
38186060,49.77031,-97.16443,St. Norbert - Seine River
38261817,49.87024,-97.16404,River Heights - Fort Garry
38361902,49.88155,-97.11647,St. Boniface
38387582,49.89815,-97.13539,Point Douglas
38390153,49.84632,-97.10601,St. Vital
38390162,49.84763,-97.10567,St. Vital
38408644,49.84474,-97.22751,Charleswood - Tuxedo - Westwood
38482680,49.81583,-97.14717,Waverley West
38517753,49.898624,-97.134163,Point Douglas
38522112,49.89379,-97.14549,Daniel McIntyre
38549806,49.83747,-97.19515,River Heights - Fort Garry
38578854,49.83647,-97.19556,River Heights - Fort Garry
38584023,49.7977,-97.20175,Waverley West
38647574,49.85668,-97.18558,River Heights - Fort Garry
38677702,49.86797,-97.15186,Fort Rouge - East Fort Garry
38700691,49.87954,-97.1415,Fort Rouge - East Fort Garry
38853577,49.91733,-97.20108,Point Douglas
38908446,49.86818,-97.1377,Fort Rouge - East Fort Garry
38984143,49.9123,-97.11331,Elmwood - East Kildonan
39002038,49.86942,-97.3182,Charleswood - Tuxedo - Westwood
39018287,49.9056,-97.07949,Elmwood - East Kildonan
39024230,49.85528,-97.10684,St. Vital
39070685,49.78713,-97.17561,Waverley West
39071681,49.78767,-97.17706,Waverley West
39077513,49.90214,-97.12755,Point Douglas
39087103,49.90282,-97.12818,Point Douglas
39150604,49.88235,-97.11707,St. Boniface
39178017,49.86746,-97.11493,Fort Rouge - East Fort Garry
39252289,49.89278,-97.14572,Fort Rouge - East Fort Garry
39307407,49.89507,-96.96686,Transcona
39373040,49.88197,-97.16978,Daniel McIntyre
39422307,49.8943,-97.14545,Daniel McIntyre
39511582,49.9157,-97.04462,Transcona
39585412,49.88491,-97.16329,Daniel McIntyre
39609557,49.89205,-97.03436,Transcona
39672260,49.79162,-97.15585,St. Norbert - Seine River
39675590,49.86517,-97.07626,St. Boniface
39692398,49.79391,-97.15749,Waverley West
39692950,49.79386,-97.15653,St. Norbert - Seine River
39719794,49.79387,-97.15654,St. Norbert - Seine River
39720181,49.79389,-97.15599,St. Norbert - Seine River
39756574,49.79623,-97.16444,Waverley West
39846597,49.91391,-97.1044,Elmwood - East Kildonan
39865678,49.88442,-97.13811,Fort Rouge - East Fort Garry
39887452,49.87384,-97.12667,St. Boniface
39983373,49.86676,-97.13959,Fort Rouge - East Fort Garry
39987036,49.78189,-97.20931,Waverley West
39989059,49.78486,-97.1867,Waverley West
40028073,49.78691,-97.20956,Waverley West
40089718,49.8937,-97.1415,Fort Rouge - East Fort Garry
40330257,49.80634,-97.16308,Waverley West
40405521,49.88771,-97.21431,St. James
40507724,49.8801,-97.14244,Fort Rouge - East Fort Garry
40509232,49.79298,-97.19497,Waverley West
40509548,49.90886,-97.0025,Transcona
40511182,49.89322,-97.14314,Fort Rouge - East Fort Garry
40516102,49.89371,-97.12412,St. Boniface
40579627,49.87558,-97.14806,Fort Rouge - East Fort Garry
40594441,49.83509,-97.25512,Charleswood - Tuxedo - Westwood
40659619,49.91667,-97.13386,Mynarski
40758428,49.89495,-97.14381,Daniel McIntyre
41034780,49.8447,-97.22543,Charleswood - Tuxedo - Westwood
41034920,49.84598,-97.22587,Charleswood - Tuxedo - Westwood
41035096,49.8458,-97.22444,Charleswood - Tuxedo - Westwood
41107902,49.89351,-97.14408,Daniel McIntyre
41152952,49.89472,-97.14585,Daniel McIntyre
41207934,49.88629,-97.14375,Fort Rouge - East Fort Garry
41266813,49.84584,-97.22758,Charleswood - Tuxedo - Westwood
41297926,49.83926,-97.10104,St. Vital
41508433,49.92732,-97.17252,Point Douglas
41577441,49.78748,-97.1944,Waverley West
41622111,49.89328,-97.1459,Daniel McIntyre
41649075,49.84571,-97.22543,Charleswood - Tuxedo - Westwood
41690415,49.89241,-97.17578,Daniel McIntyre
41882881,49.88722,-97.11809,St. Boniface
41904324,49.89862,-97.14329,Point Douglas
41934128,49.84453,-97.22685,Charleswood - Tuxedo - Westwood
41934287,49.84537,-97.2272,Charleswood - Tuxedo - Westwood
42198973,49.84453,-97.2269,Charleswood - Tuxedo - Westwood
42199225,49.84593,-97.22533,Charleswood - Tuxedo - Westwood
42200274,49.84456,-97.22675,Charleswood - Tuxedo - Westwood
42259192,49.90657,-97.04304,Transcona
42299084,49.78828,-97.17357,Waverley West
42365140,49.89439,-97.30755,St. James
42408782,49.89785,-97.1361,Point Douglas
42486260,49.89923,-97.13671,Point Douglas
42621091,49.89837,-97.1762,Daniel McIntyre
42646643,49.85559,-97.27622,Charleswood - Tuxedo - Westwood
42813425,49.85904,-97.15915,River Heights - Fort Garry
42830184,49.769305,-97.1897692,Waverley West
42929815,49.84023,-97.31048,Charleswood - Tuxedo - Westwood
42943055,49.83997,-97.15559,River Heights - Fort Garry
42944185,49.82454,-97.05606,St. Vital
42965487,49.92108,-97.10765,Elmwood - East Kildonan
43224355,49.88924,-97.14048,Fort Rouge - East Fort Garry
43268099,49.88834,-97.13961,Fort Rouge - East Fort Garry
43451577,49.89491,-97.14386,Daniel McIntyre
43489001,49.89799,-97.13656,Point Douglas
43536646,49.90787,-97.1598,Point Douglas
43545258,49.85927,-97.15749,River Heights - Fort Garry
43554040,49.96521,-97.1638,Old Kildonan
43644307,49.92636,-97.17248,Point Douglas
43714385,49.89366,-97.14392,Daniel McIntyre
43735673,49.91813,-97.09445,Elmwood - East Kildonan
43870008,49.86976,-97.19488,River Heights - Fort Garry
43876243,49.89597,-97.11917,St. Boniface
43946934,49.89334,-97.14585,Daniel McIntyre
44046663,49.853,-97.21674,Charleswood - Tuxedo - Westwood
44047647,49.85574,-97.2756,Charleswood - Tuxedo - Westwood
44120967,49.77261,-97.17948,Waverley West
44138129,49.8967,-97.13595,Point Douglas
44138622,49.89436,-97.1457,Daniel McIntyre
44139423,49.89467,-97.14449,Daniel McIntyre
44155050,49.88222,-97.16427,Daniel McIntyre
44195384,49.8669,-97.25924,Charleswood - Tuxedo - Westwood
44210333,49.82949,-97.12389,St. Vital
44394749,49.82256,-97.06561,St. Vital
44394773,49.88574,-97.11716,St. Boniface
44395116,49.82355,-97.06316,St. Vital
44475856,49.78763,-97.19729,Waverley West
44631597,49.792027,-97.196442,Waverley West
44631599,49.89455,-97.14393,Daniel McIntyre
44873269,49.7991,-97.13679,St. Norbert - Seine River
44964399,49.78325,-97.2041,Waverley West
45059254,49.89499,-96.99348,Transcona
45221639,49.89654,-97.02473,Transcona
45285966,49.905277252197266,-97.16368865966795,Point Douglas
45325730,49.91051,-97.1153,Elmwood - East Kildonan
45332502,49.84758,-97.11699,St. Vital
45369477,49.89863,-97.136,Point Douglas
45399317,49.89415,-97.1387,Point Douglas
45425951,49.82311,-97.06381,St. Vital
45465980,49.91328,-97.10139,Elmwood - East Kildonan
45479159,49.86373,-97.19291,River Heights - Fort Garry
45502500,49.8594,-97.15343,Fort Rouge - East Fort Garry
45596095,49.89401,-97.14475,Daniel McIntyre
45659082,49.85901,-97.15727,River Heights - Fort Garry
45688454,49.86074,-97.15489,Fort Rouge - East Fort Garry
45719074,49.82207,-97.05393,St. Vital
45724869,49.87945,-97.1394,Fort Rouge - East Fort Garry
45752720,49.87783,-97.14532,Fort Rouge - East Fort Garry
45757303,49.77202,-97.17898,Waverley West
45784569,49.80933,-97.15837,Waverley West
45786198,49.89326,-97.14402,Fort Rouge - East Fort Garry
45814092,49.89945,-97.13489,Point Douglas
45817846,49.90639,-97.16474,Point Douglas
45831138,49.87556,-97.16514,River Heights - Fort Garry
45832398,49.93666,-97.12424,Mynarski
45844292,49.88192,-97.12017,St. Boniface
45859708,49.79383,-97.19951,Waverley West
45959808,49.88799,-97.13878,Fort Rouge - East Fort Garry
45991205,49.88946,-97.13906,Fort Rouge - East Fort Garry
46086014,49.88125,-97.13503,Fort Rouge - East Fort Garry
46087553,49.88125,-97.13503,Fort Rouge - East Fort Garry
46138268,49.88066,-97.13543,Fort Rouge - East Fort Garry
46138513,49.88068,-97.13427,Fort Rouge - East Fort Garry
46138694,49.88125,-97.13503,Fort Rouge - East Fort Garry
46138847,49.88125,-97.13503,Fort Rouge - East Fort Garry
46138978,49.88148,-97.13422,Fort Rouge - East Fort Garry
46139114,49.88125,-97.13503,Fort Rouge - East Fort Garry
46143194,49.80685,-97.17594,Waverley West
46181458,49.87683,-97.15176,Fort Rouge - East Fort Garry
46218212,49.88045,-97.14292,Fort Rouge - East Fort Garry
46241895,49.88125,-97.13503,Fort Rouge - East Fort Garry
46242009,49.88125,-97.13503,Fort Rouge - East Fort Garry
46242337,49.88125,-97.13503,Fort Rouge - East Fort Garry
46242452,49.88041,-97.13568,Fort Rouge - East Fort Garry
46242701,49.88081,-97.1343,Fort Rouge - East Fort Garry
46242809,49.88125,-97.13503,Fort Rouge - East Fort Garry
46258496,49.87815,-97.13911,Fort Rouge - East Fort Garry
46313962,49.78656,-97.20756,Waverley West
46314723,49.78543,-97.20749,Waverley West
46412956,49.88125,-97.13503,Fort Rouge - East Fort Garry
46437917,49.87315,-97.17001,River Heights - Fort Garry
46449866,49.86123,-97.14282,Fort Rouge - East Fort Garry
46509260,49.82322,-97.06243,St. Vital
46533009,49.85686,-97.17824,River Heights - Fort Garry
46566517,49.905277252197266,-97.16368865966795,Point Douglas
46586477,49.88152,-97.2023,St. James
46627748,49.88082,-97.20588,St. James
46756725,49.88744,-97.21864,St. James
46792731,49.77493,-97.18488,Waverley West
46802635,49.87808,-97.13876,Fort Rouge - East Fort Garry
46930773,49.87965,-97.13932,Fort Rouge - East Fort Garry
47002093,49.77811,-97.2,Waverley West
47005037,49.77795,-97.20017,Waverley West
47013683,49.77718,-97.2,Waverley West
47056875,49.88698,-97.12124,St. Boniface
47076317,49.82474,-97.05557,St. Vital
47098041,49.87893,-97.14239,Fort Rouge - East Fort Garry
47182082,49.80024,-97.18357,Waverley West
47287832,49.92575,-97.17129,Point Douglas
47288383,49.78134,-97.20032,Waverley West
47288508,49.7798,-97.20031,Waverley West
47454177,49.96403,-97.15712,Old Kildonan
47472222,49.89812,-97.13635,Point Douglas
47509249,49.88812,-97.1403,Fort Rouge - East Fort Garry
47548307,49.92292,-97.05341,Elmwood - East Kildonan
47550083,49.89701,-97.13307,Point Douglas
47734689,49.87822,-97.1415,Fort Rouge - East Fort Garry
47750062,49.89781,-97.13472,Point Douglas
47819442,49.89806,-97.14098,Point Douglas
47825974,49.89131,-97.13993,Fort Rouge - East Fort Garry
47834786,49.90774,-97.05281,Transcona
47844662,49.89725,-97.15704,Daniel McIntyre
47918265,49.84397,-97.22685,Charleswood - Tuxedo - Westwood
47929365,49.84384,-97.22598,Charleswood - Tuxedo - Westwood
47929537,49.84578,-97.22583,Charleswood - Tuxedo - Westwood
47929864,49.84431,-97.22537,Charleswood - Tuxedo - Westwood
47964443,49.903675,-97.040497,Transcona
48001497,49.95357,-97.05312,North Kildonan
48013141,49.81879,-97.14965,Waverley West
48013143,49.81808,-97.14976,Waverley West
48017530,49.90521,-97.16058,Point Douglas
48017756,49.90752,-97.16017,Point Douglas
48018165,49.90665,-97.15941,Point Douglas
48018397,49.90755,-97.16076,Point Douglas
48031787,49.90663,-97.16022,Point Douglas
48032083,49.9067,-97.16041,Point Douglas
48066353,49.81862,-97.15147,Waverley West
48066361,49.81886,-97.15129,Waverley West
48124639,49.85964,-97.12972,Fort Rouge - East Fort Garry
48326686,49.77886,-97.18035,Waverley West
48329188,49.88994,-97.13959,Fort Rouge - East Fort Garry
48330180,49.88957,-97.13996,Fort Rouge - East Fort Garry
48330524,49.866695,-97.110565,St. Vital
48332287,49.88072,-97.21402,St. James
48442230,49.92709,-97.09798,Elmwood - East Kildonan
48482354,49.88473,-97.14242,Fort Rouge - East Fort Garry
48485422,49.82616,-97.05387,St. Boniface
48485966,49.82413,-97.05368,St. Vital
48542497,49.86216,-97.20273,River Heights - Fort Garry
48561672,49.81876,-97.15394,Waverley West
48561678,49.81952,-97.15258,Waverley West
48561683,49.81933,-97.15227,Waverley West
48561685,49.81937,-97.1541,Waverley West
48605341,49.89378,-97.14577,Daniel McIntyre
48613160,49.77606,-97.18434,Waverley West
48658878,49.89957,-97.13451,Point Douglas
48722120,49.77974,-97.21241,Waverley West
48759146,49.80208,-97.18287,Waverley West
48789243,49.78193,-97.19319,Waverley West
48807617,49.89304,-97.14561,Daniel McIntyre
48808772,49.89683,-97.13779,Point Douglas
48813785,49.96478,-97.13228,Old Kildonan
48832436,49.89737,-97.13758,Point Douglas
48870045,49.82565,-97.05434,St. Boniface
48871846,49.89898,-97.13669,Point Douglas
48889521,49.8932,-97.14564,Daniel McIntyre
48904808,49.92228,-97.12325,Mynarski
48905222,49.89974,-97.13532,Point Douglas
48922600,49.82569,-97.05599,St. Vital
48922996,49.8247,-97.05431,St. Vital
48941638,49.92615,-97.14465,Mynarski
48959130,49.88718,-97.17924,Daniel McIntyre
48974548,49.88245,-97.13614,Fort Rouge - East Fort Garry
49028871,49.86307,-97.14312,Fort Rouge - East Fort Garry
49052189,49.88968,-97.13913,Fort Rouge - East Fort Garry
49052563,49.82958,-97.03991,St. Vital
49062703,49.80275,-97.16154,Waverley West
49093020,49.86707,-97.19001,River Heights - Fort Garry
49108945,49.91163,-97.11413,Elmwood - East Kildonan
49126324,49.87143,-97.08395,St. Boniface
49129488,49.88125,-97.13503,Fort Rouge - East Fort Garry
49145135,49.85444,-97.14178,Fort Rouge - East Fort Garry
49150865,49.78242,-97.19537,Waverley West
49160071,49.77697,-97.20274,Waverley West
49160669,49.77728,-97.20274,Waverley West
49176703,49.88173,-97.13554,Fort Rouge - East Fort Garry
49194336,49.88975,-97.1399,Fort Rouge - East Fort Garry
49199398,49.82479,-97.14855,River Heights - Fort Garry
49207246,49.89059,-97.13945,Fort Rouge - East Fort Garry
49237470,49.93677,-97.12551,Mynarski
49277547,49.77739,-97.20075,Waverley West
49322050,49.89806,-97.13597,Point Douglas
49346729,49.90652,-97.12387,Mynarski
49503565,49.82468,-97.05211,St. Vital
49517750,49.82358,-97.05288,St. Vital
49518311,49.82468,-97.05301,St. Vital
49628666,49.89311,-97.1438,Fort Rouge - East Fort Garry
49716200,49.88103,-97.1424,Fort Rouge - East Fort Garry
49736628,49.77151,-97.1661,St. Norbert - Seine River
49749631,49.8892,-97.14106,Fort Rouge - East Fort Garry
49907603,49.91606,-97.10671,Elmwood - East Kildonan
49961906,49.87605,-97.14772,Fort Rouge - East Fort Garry
50035194,49.89484,-97.14523,Daniel McIntyre
50045534,49.84545,-97.11278,St. Vital
50053749,49.78955,-97.15618,St. Norbert - Seine River
50085065,49.89004,-97.14044,Fort Rouge - East Fort Garry
50211622,49.86574,-97.16915,River Heights - Fort Garry
50216159,49.88193,-97.22068,St. James
50247259,49.89464,-97.15847,Daniel McIntyre
50262474,49.8984,-97.15951,Daniel McIntyre
50262688,49.89855,-97.15792,Daniel McIntyre
50262792,49.89903,-97.15844,Daniel McIntyre
50268916,49.82243,-97.10709,St. Vital
50290953,49.86703,-97.17355,River Heights - Fort Garry
50292752,49.78666,-97.15515,St. Norbert - Seine River
50385698,49.8083,-97.16658,Waverley West
50445874,49.80603,-97.17102,Waverley West
50462775,49.78333,-97.18849,Waverley West
50464678,49.80255,-97.18222,Waverley West
50509425,49.86036,-97.30957,Charleswood - Tuxedo - Westwood
50588877,49.89307,-97.14531,Daniel McIntyre
50588880,49.89497,-97.14372,Daniel McIntyre
50600747,49.76469,-97.16127,St. Norbert - Seine River
50641996,49.79418,-97.20904,Waverley West
50658134,49.88647,-97.22443,St. James
50750968,49.89895,-97.16957,Daniel McIntyre
50768652,49.87779,-97.14271,Fort Rouge - East Fort Garry
50779069,49.89302,-97.28288,St. James
50797719,49.90078,-97.04892,Transcona
50858071,49.79167,-97.19712,Waverley West
50875623,49.91217,-97.10204,Elmwood - East Kildonan
50893912,49.79261,-97.19761,Waverley West
50909339,49.87568,-97.10863,St. Boniface
50911311,49.79306,-97.19584,Waverley West
50913428,49.792027,-97.196442,Waverley West
50919960,49.7961,-97.2005,Waverley West
50940278,49.872501,-97.117035,St. Boniface
50941383,49.898121,-97.172539,Daniel McIntyre
50956036,49.87705,-97.11109,St. Boniface
50977112,49.89636,-97.12638,St. Boniface
50999585,49.86356,-97.19575,River Heights - Fort Garry
51028993,49.874691,-97.145607,Fort Rouge - East Fort Garry
51049223,49.86734,-97.16231,River Heights - Fort Garry
51070684,49.82407,-97.14666,River Heights - Fort Garry
51070923,49.82188,-97.14623,River Heights - Fort Garry
51085176,49.80999,-97.18167,Waverley West
51085284,49.82328,-97.06298,St. Vital
51110067,49.81062,-97.17995,Waverley West
51129506,49.82579,-97.06075,St. Vital
51150981,49.89629,-97.12676,St. Boniface
51225273,49.86487,-97.07516,St. Boniface
51254206,49.77772,-97.19865,Waverley West
51267076,49.8384697,-97.0557162,St. Boniface
51281326,49.82227,-97.06134,St. Vital
51303627,49.88272,-97.21471,St. James
51308579,49.79633,-97.1726,Waverley West
51350367,49.89986,-97.14391,Point Douglas
51359133,49.89167,-97.12381,St. Boniface
51393456,49.81622,-97.14617,Waverley West
51393500,49.89357,-97.14582,Daniel McIntyre
51426381,49.82269,-97.15299,River Heights - Fort Garry
51445103,49.91576,-97.10294,Elmwood - East Kildonan
51449210,49.88365,-97.16395,Daniel McIntyre
51451367,49.903,-97.12726,Point Douglas
51507221,49.85883,-97.15346,Fort Rouge - East Fort Garry
51508872,49.82518,-97.1492,River Heights - Fort Garry
51524098,49.86416,-97.19773,River Heights - Fort Garry
51584298,49.80235,-97.18233,Waverley West
51664290,49.823177,-97.1474,River Heights - Fort Garry
51673184,49.82394027709961,-97.05265808105467,St. Vital
51680792,49.81639,-97.14917,Waverley West
51691464,49.82303,-97.05542,St. Vital
51713205,49.89929,-97.13307,Point Douglas
51715269,49.92758,-97.13263,Mynarski
51726192,49.89821,-97.01301,Transcona
51729952,49.88171,-97.12365,St. Boniface
51795909,49.89867,-97.135651,Point Douglas
51802849,49.89472,-97.14448,Daniel McIntyre
51803095,49.79269,-97.19717,Waverley West
51905074,49.82307,-97.05174,St. Vital
51905079,49.82377,-97.05289,St. Vital
51918527,49.7814,-97.20286,Waverley West
51936964,49.82186,-97.06115,St. Vital
51945948,49.82367,-97.05091,St. Vital
52009910,49.82436,-97.05307,St. Vital
52010157,49.87609,-97.11043,St. Boniface
52041714,49.905277252197266,-97.16368865966795,Point Douglas
52059165,49.81579,-97.1474,Waverley West
52065795,49.88389,-97.18697,Daniel McIntyre
52134047,49.89431,-97.12505,St. Boniface
52135312,49.7914,-97.19294,Waverley West
52187154,49.88148,-97.18223,Daniel McIntyre
52240447,49.8709,-97.14646,Fort Rouge - East Fort Garry
52242258,49.84843,-97.15401,River Heights - Fort Garry
52303305,49.89131,-97.14103,Fort Rouge - East Fort Garry
52306823,49.88702,-97.13755,Fort Rouge - East Fort Garry
52335736,49.778358,-97.198608,Waverley West
52339048,49.78373,-97.18832,Waverley West
52366538,49.841,-97.13019,St. Vital
52370553,49.79117,-97.19576,Waverley West
52406856,49.9172,-97.10331,Elmwood - East Kildonan
52443652,49.79156,-97.15399,St. Norbert - Seine River
52458447,49.91275,-97.09937,Elmwood - East Kildonan
52459300,49.91287,-97.10154,Elmwood - East Kildonan
52477462,49.89917,-97.14179,Point Douglas
52491677,49.89006,-97.14037,Fort Rouge - East Fort Garry
52498011,49.79147,-97.15436,St. Norbert - Seine River
52526101,49.88541,-97.2159,St. James
52529977,49.89977,-97.13245,Point Douglas
52556625,49.89431,-97.14579,Daniel McIntyre
52564500,49.91568,-97.10311,Elmwood - East Kildonan
52564734,49.89516,-97.14184,Daniel McIntyre
52568371,49.77258,-97.17589,Waverley West
52582997,49.87176,-97.08051,St. Boniface
52599469,49.88765,-97.15478,Fort Rouge - East Fort Garry
52619925,49.86493,-97.15591,Fort Rouge - East Fort Garry
52620969,49.79536,-97.15756,Waverley West
52621127,49.80131,-97.16952,Waverley West
52668091,49.90184,-97.17379,Daniel McIntyre
52669156,49.87872,-97.14179,Fort Rouge - East Fort Garry
52676673,49.89442,-97.02342,Transcona
52687551,49.88259,-97.17241,Daniel McIntyre
52688008,49.87214,-97.15201,Fort Rouge - East Fort Garry
52712583,49.91744,-97.13393,Mynarski
52712755,49.9033,-97.15117,Point Douglas
52757617,49.87647,-97.26317,St. James
52770885,49.88586,-97.11562,St. Boniface
52777532,49.93668,-97.12403,Mynarski
52843284,49.80103,-97.18407,Waverley West
52845432,49.79217,-97.20646,Waverley West
52862738,49.78235,-97.18703,Waverley West
52862984,49.89624,-97.16275,Daniel McIntyre
52863244,49.88939,-97.14174,Fort Rouge - East Fort Garry
52873113,49.83301,-97.14572,Fort Rouge - East Fort Garry
52876789,49.89031,-97.14132,Fort Rouge - East Fort Garry
52898954,49.84117,-97.10006,St. Vital
52917053,49.82386,-97.06159,St. Vital
52917154,49.82257,-97.06185,St. Vital
52925332,49.87582,-97.14848,Fort Rouge - East Fort Garry
52952194,49.89309,-97.14565,Daniel McIntyre
52956818,49.86668583732003,-97.1070297807455,St. Vital
52970362,49.90808,-97.15598,Point Douglas
52972063,49.8901,-97.16495,Daniel McIntyre
52987645,49.88868,-97.17098,Daniel McIntyre
52990541,49.78218,-97.18827,Waverley West
53012750,49.89364,-97.14398,Daniel McIntyre
53034809,49.8608,-97.17803,River Heights - Fort Garry
53043082,49.917217,-97.161072,Point Douglas
53065524,49.79764,-97.19319,Waverley West
53066314,49.7867,-97.19728,Waverley West
53088169,49.89077,-97.14152,Fort Rouge - East Fort Garry
53089140,49.87154,-97.151,Fort Rouge - East Fort Garry
53095207,49.87999,-97.2081,St. James
53114286,49.87894,-97.13888,Fort Rouge - East Fort Garry
53149271,49.88234,-97.14036,Fort Rouge - East Fort Garry
53164981,49.87697,-97.10793,St. Boniface
53165790,49.79728,-97.17096,Waverley West
53167419,49.77445,-97.17926,Waverley West
53245722,49.84507,-97.06469,St. Boniface
53262068,49.8816,-97.13011,St. Boniface
53295394,49.88402,-97.21699,St. James
53310203,49.88991,-97.13983,Fort Rouge - East Fort Garry
53310284,49.88405,-97.31939,St. James
53310895,49.89157,-97.14128,Fort Rouge - East Fort Garry
53345105,49.77223,-97.17886,Waverley West
53345225,49.77255,-97.18055,Waverley West
53361304,49.87935,-97.16521,Daniel McIntyre
53481879,49.81502,-97.14705,Waverley West
53497917,49.88239,-97.1061496,St. Boniface
53532012,49.7832,-97.18845,Waverley West
53533856,49.89867,-97.135651,Point Douglas
53546198,49.79301,-97.13722,St. Norbert - Seine River
53567297,49.79536,-97.1719,Waverley West
53567359,49.79465,-97.17158,Waverley West
53571073,49.88635,-97.11635,St. Boniface
53576939,49.875,-97.1491,Fort Rouge - East Fort Garry
53627805,49.88425,-97.11949,St. Boniface
53646235,49.88944,-97.13961,Fort Rouge - East Fort Garry
53677361,49.92785,-97.15647,Point Douglas
53688452,49.7743,-97.16305,St. Norbert - Seine River
53704642,49.78319,-97.1889,Waverley West
53714436,49.86327,-97.14368,Fort Rouge - East Fort Garry
53715553,49.88177,-97.21964,St. James
53720378,49.85664,-97.1782,River Heights - Fort Garry
53744482,49.82356,-97.14658,River Heights - Fort Garry
53755034,49.91189,-97.07097,Elmwood - East Kildonan
53756247,49.78196,-97.18939,Waverley West
53760756,49.86647,-97.10868,St. Vital
53774439,49.80748,-97.07327,St. Norbert - Seine River
53782642,49.89743,-97.13916,Point Douglas
53783087,49.88678,-97.31046,St. James
53793889,49.89121,-97.14023,Fort Rouge - East Fort Garry
53798530,49.79168,-97.19711,Waverley West
53809788,49.88194,-97.1606,Fort Rouge - East Fort Garry
53817538,49.77747,-97.19873,Waverley West
53822920,49.84327,-97.22325,Charleswood - Tuxedo - Westwood
53835586,49.791386,-97.155701,St. Norbert - Seine River
53883198,49.90905,-97.04885,Transcona
53890779,49.81732,-97.0822,St. Norbert - Seine River
53892650,49.80109,-97.18207,Waverley West
53921282,49.84674,-97.1576,River Heights - Fort Garry
53939088,49.79949,-97.20148,Waverley West
53942000,49.89312,-97.1441,Fort Rouge - East Fort Garry
53953048,49.86457,-97.17839,River Heights - Fort Garry
53957925,49.85113,-97.11086,St. Vital
53974224,49.87508,-97.15048,Fort Rouge - East Fort Garry
54021961,49.92477,-97.16844,Point Douglas
54031700,49.86635,-97.10894,St. Vital
54031769,49.89308,-97.1444,Fort Rouge - East Fort Garry
54052290,49.78296,-97.17625,Waverley West
54102743,49.86104,-97.14342,Fort Rouge - East Fort Garry
54108468,49.95548,-97.07307,North Kildonan
54139500,49.84959,-97.11036,St. Vital
54149036,49.84533,-97.15594,River Heights - Fort Garry
54164382,49.889896,-97.117813,St. Boniface
54216647,49.87847,-97.09785,St. Boniface
54222673,49.86298,-97.15722,Fort Rouge - East Fort Garry
54229182,49.87031,-97.15668,Fort Rouge - East Fort Garry
54305668,49.87146,-97.16187,River Heights - Fort Garry
54319194,49.87428,-97.14873,Fort Rouge - East Fort Garry
54339659,49.79848,-97.13733,St. Norbert - Seine River
54356490,49.8933,-97.1442,Fort Rouge - East Fort Garry
54359551,49.85567,-97.17835,River Heights - Fort Garry
54393039,49.91293,-97.0173,Transcona
54393358,49.883835,-97.165192,Daniel McIntyre
54398948,49.91514,-97.08858,Elmwood - East Kildonan
54405527,49.78182,-97.18806,Waverley West
537674142501729619,49.89439,-97.14592,Daniel McIntyre
542724734337928335,49.866695,-97.110565,St. Vital
543303364943431344,49.90882,-97.10395,Elmwood - East Kildonan
547911591110108148,49.9164,-97.0396,Transcona
548006508986794328,49.89808,-97.13773,Point Douglas
548133478317253116,49.84272,-97.10745,St. Vital
549995666721274018,49.89094,-97.14036,Fort Rouge - East Fort Garry
550113945772684814,49.78226,-97.19017,Waverley West
550582711238170090,49.85703,-97.27622,Charleswood - Tuxedo - Westwood
550852534008266963,49.94167,-97.19974,Point Douglas
551611847054308403,49.87077,-97.15682,Fort Rouge - East Fort Garry
552087780908188359,49.88329,-97.1139,St. Boniface
552087844563742049,49.88473,-97.11227,St. Boniface
552087895823734241,49.88284,-97.11224,St. Boniface
552087956756419718,49.88498,-97.11263,St. Boniface
552114600300165934,49.86967,-97.16299,River Heights - Fort Garry
552152191730216296,49.85582,-97.19426,River Heights - Fort Garry
552415853827862565,49.86306,-97.10838,St. Vital
553706745394679117,49.85575,-97.14214,Fort Rouge - East Fort Garry
554391717379421105,49.78281,-97.18873,Waverley West
554458142818811004,49.89075,-97.14006,Fort Rouge - East Fort Garry
555066451849769097,49.89901,-97.13304,Point Douglas
555101745437681657,49.81029,-97.10767,St. Norbert - Seine River
555738744607072456,49.94991,-97.07808,North Kildonan
557411905970125658,49.88641,-97.16496,Daniel McIntyre
557464338065061481,49.87499,-97.14557,Fort Rouge - East Fort Garry
558090187553145442,49.75574,-97.1957,St. Norbert - Seine River
558321069290526061,49.79114,-97.19786,Waverley West
558695661230423902,49.87079,-97.1466,Fort Rouge - East Fort Garry
558773763535663289,49.866695,-97.110565,St. Vital
559598781807952511,49.89787,-97.13528,Point Douglas
559707802859743390,49.79762,-97.14025,St. Norbert - Seine River
561429819139255451,49.79663,-97.16023,Waverley West
561702182184142040,49.7999,-97.13984,St. Norbert - Seine River
563777605371370552,49.89335,-97.03336,Transcona
563828868975155133,49.84514,-97.15782,River Heights - Fort Garry
563888333634041037,49.8948,-97.1459,Daniel McIntyre
565172182323053498,49.87687,-97.21111,St. James
565831819478472535,49.78179,-97.17567,Waverley West
566733746682572736,49.84563,-97.15645,River Heights - Fort Garry
566956279347109625,49.78319,-97.19757,Waverley West
567271960532747265,49.79763,-97.15958,Waverley West
567286228542243763,49.88583,-97.22743,St. James
